Type,Identification,Field,Locale,Market,Status,Default content,Translated content
PRODUCT,16185046171997,handle,ru,,,biorevitalisierung-der-haut,
PRODUCT,16185046171997,product_type,ru,,,"",
PRODUCT,16185046237533,title,ru,,,Was ist ein „ Mesotherapie für Haare“?,Что такое «мезотерапия для волос»?
PRODUCT,16185046237533,body_html,ru,,,"<p><strong>Die Mesotherapie</strong> ist eine moderne und bewährte Methode zur Behandlung von Haarausfall und zur Förderung des Haarwachstums. In der Praxis Viva Ästhetik wird eine hochpräzise, hochmoderne Mesopistole eingesetzt, um ausgewählte Wirkstoffe wie Vitamine, Aminosäuren, Mineralstoffe und Hyaluronsäure direkt in die mittlere Hautschicht der Kopfhaut einzubringen.</p>
<p><br></p>
<p>Durch diese gezielte Versorgung werden die Haarwurzeln gestärkt, die Durchblutung verbessert und das natürliche Haarwachstum nachhaltig angeregt. Die Anwendung ist besonders sanft, nahezu schmerzfrei und ermöglicht eine gleichmäßige Verteilung der Wirkstoffe für optimale Ergebnisse.</p>
<p><br></p>
<p>Nach nur wenigen Sitzungen kann das Haar kräftiger, dichter und gesünder erscheinen. Die Mesotherapie erfordert keine Ausfallzeit und lässt sich ideal in den Alltag integrieren.</p>
<p><br></p>
<p>Erleben Sie mit Viva Ästhetik die Kraft modernster Technik für volles, vitales Haar!</p>","<div class=""page"" title=""Page 21"">
<div class=""layoutArea"">
<div class=""column"">
<p><span>Мезотерапия </span><span>— это современный и проверенный метод лечения выпадения волос и стимуляции роста волос. В практике Viva Эстетик используется высокоточная, современная мезопистолет, чтобы вводить выбранные активные вещества, такие как витамины, аминокислоты, минералы и гиалуроновую кислоту, непосредственно в средний слой кожи головы.</span></p>
<p><span>Благодаря этой целенаправленной поддержке корни волос укрепляются, улучшается кровообращение и естественный рост волос стимулируется на длительный срок. Процедура особенно мягкая, практически безболезненная и обеспечивает равномерное распределение активных веществ для оптимальных результатов.</span></p>
<p><span>Всего после нескольких сеансов волосы могут выглядеть крепче, гуще и здоровее. Мезотерапия не требует времени на восстановление и идеально вписывается в повседневную жизнь.</span></p>
<p><span>Испытайте с Viva Ästhetik силу современнейшей техники для полного, жизненного волоса!</span></p>
</div>
</div>
</div>"
PRODUCT,16185046237533,handle,ru,,,mesotherapie-fur-die-kopfhaut-bei-viva-asthetik,
PRODUCT,16185046237533,product_type,ru,,,"",
PRODUCT,16185046303069,title,ru,,,Moderne Technologien für herausragende Ergebnisse, Современные технологии для выдающихся результатов
PRODUCT,16185046303069,body_html,ru,,,"<p>Moderne Technologien für herausragende Ergebnisse</p>
<p><br></p>
<p>Wir<span class=""Apple-converted-space"">  </span>setzen auf den fortschrittlichsten Meso-Injektor Pistor Eliance, um Mesotherapie und Haarbehandlungen durchzuführen. Diese innovative Technologie ermöglicht es uns, präzise und effektive Ergebnisse zu erzielen, die den hohen Ansprüchen unserer Kunden gerecht werden. Das ist der Grund, warum wir diesen innovativen Ansatz in der ästhetischen Medizin wählen:</p>
<p><span class=""Apple-converted-space""> </span>1. Präzision und gleichmäßige Verteilung der Wirkstoffe</p>
<p>Der Meso-Injektor ermöglicht uns eine exakte Dosierung der aktiven Wirkstoffe, die gleichmäßig in das Gewebe verteilt werden. Dies gewährleistet eine tiefere Penetration und maximiert die Wirkung der Behandlung — sei es bei der Hautverjüngung oder der Haarwuchs-Stimulation.</p>
<p><span class=""Apple-converted-space""> </span>2. Minimale Schmerzen und maximaler Komfort</p>
<p>Dank der schnellen Injektionstechnologie und der modernen Kühlung ist die Behandlung mit dem Meso-Injektor nahezu schmerzfrei. Wir legen großen Wert auf Ihren Komfort, um die Behandlung so angenehm wie möglich zu gestalten.</p>
<p><span class=""Apple-converted-space""> </span>3. Effektive Ergebnisse in kürzerer Zeit</p>
<p>Der Meso-Injektor ermöglicht uns eine effizientere und schnellere Behandlung, wodurch die Behandlungszeit reduziert wird. Sie erhalten maximale Ergebnisse bei minimalem Zeitaufwand, sodass Sie Ihre Zeit optimal nutzen können.</p>
<p><span class=""Apple-converted-space""> </span>4. Minimale Erholungszeit</p>
<p>Nach einer Behandlung mit dem Meso-Injektor benötigen Sie in der Regel keine lange Erholungszeit. Rötungen und Schwellungen klingen schnell ab, sodass Sie sofort wieder in Ihren Alltag zurückkehren können.</p>
<p><span class=""Apple-converted-space""> </span>5. Weniger Hautirritationen, mehr Sicherheit</p>
<p>Durch den Einsatz des Meso-Injektors wird das Risiko von Hautverletzungen und Blutergüssen erheblich minimiert. Dies macht die Behandlung auch für empfindliche Haut sicher und sanft. Ihre Haut und Haare profitieren optimal von den hochwirksamen Inhaltsstoffen.</p>
<p><span class=""Apple-converted-space""> </span>6. Individuelle Anpassung jeder Behandlung</p>
<p>Jede Behandlung wird individuell angepasst und auf Ihre spezifischen Bedürfnisse zugeschnitten. Wir wählen die idealsten Mesotherapie-Cocktails, abgestimmt auf Ihre Haut- oder Haartypen, um Ihnen langfristige und sichtbare Ergebnisse zu liefern.</p>
<p><span class=""Apple-converted-space""> </span>7. Langfristige und nachhaltige Ergebnisse</p>
<p>Dank des Meso-Injektors erzielen Sie langanhaltende Ergebnisse. Bei der Haarbehandlung fördern wir das Haarwachstum und stärken die Haarwurzeln, während wir bei der Hautverjüngung für eine nachhaltige Verbesserung des Hautbildes sorgen.</p>
<p><br></p>
<p>Mit Viva Ästhetik entscheiden Sie sich für modernste Technologien und Behandlungen auf höchstem Niveau, die Ihnen sichtbare Ergebnisse ohne lange Erholungszeiten bieten.</p>
<p><br></p>
<p>Setzen Sie auf die fortschrittlichsten Methoden der ästhetischen Medizin. Vereinbaren Sie noch heute Ihre persönliche Beratung und erleben Sie den Unterschied!</p>
<p> </p>
<p><img src=""https://cdn.shopify.com/s/files/1/0946/1746/9310/files/20250429_1321___remix_01jt0mcxswfxtt7aj2dgntb44t.png?v=1751208528"" alt="""" width=""537"" height=""537""></p>","<div class=""page"" title=""Page 2"">
<div class=""layoutArea"">
<div class=""column"">
<p><span>Мы используем самый современный мезо-инъектор Pistor Eliance для проведения мезотерапии и лечения волос. Эта инновационная технология позволяет нам достигать точных и эффективных результатов, соответствующих высоким требованиям наших клиентов. Вот почему мы выбираем этот инновационный подход в эстетической медицине:</span></p>
<p><span>1. Точность и равномерное распределение активных веществ</span></p>
<p><span>Мезо-инъектор позволяет нам точно дозировать активные вещества, которые равномерно распределяются в ткани. Это обеспечивает более глубокое проникновение и максимизирует эффект процедуры — будь то омоложение кожи или стимуляция роста волос.</span></p>
</div>
</div>
</div>
<div class=""page"" title=""Page 3"">
<div class=""layoutArea"">
<div class=""column"">
<p><span>2. Минимальная боль и максимальный комфорт</span></p>
</div>
</div>
<div class=""layoutArea"">
<div class=""column"">
<p><span>Благодаря быстрой технологии инъекций и современному охлаждению процедура с мезо- инъектором практически безболезненна. Мы придаем большое значение вашему комфорту, чтобы сделать процедуру как можно более приятной.</span></p>
<p><span>3. Эффективные результаты за меньшее время</span></p>
<p><span>Мезо-инъектор позволяет нам проводить более эффективные и быстрые процедуры, что сокращает время лечения. Вы получаете максимальные результаты при минимальных затратах времени, так что можете оптимально использовать свое время.</span></p>
<p><span>4. Минимальное время восстановления</span></p>
<p><span>После процедуры с мезо-инъектором вам обычно не требуется длительное время для восстановления. Покраснения и отеки быстро проходят, так что вы можете сразу вернуться к своей повседневной жизни.</span></p>
<p><span>5. Меньше раздражений кожи, больше безопасности</span></p>
<p><span>Использование мезо-инъектора значительно снижает риск повреждений кожи и синяков. Это делает процедуру безопасной и мягкой даже для чувствительной кожи. Ваша кожа и волосы получают максимальную пользу от высокоэффективных ингредиентов.</span></p>
<p><span>6. Индивидуальная настройка каждой процедуры</span></p>
<p><span>Каждая процедура индивидуально настраивается и адаптируется под ваши специфические потребности. Мы выбираем идеальные коктейли мезотерапии, соответствующие вашему типу кожи или волос, чтобы предоставить вам долгосрочные и видимые результаты.</span></p>
<p><span>7. Долгосрочные и устойчивые результаты</span></p>
<p><span>Благодаря мезо-инъектору вы достигаете длительных результатов. При лечении волос мы способствуем росту волос и укрепляем корни, в то время как при омоложении кожи мы обеспечиваем устойчивое улучшение состояния кожи.</span></p>
<p><span>С Viva Ästhetik вы выбираете самые современные технологии и процедуры высшего уровня, которые обеспечивают видимые результаты без длительных периодов восстановления.</span></p>
<p><span>Сделайте ставку на самые современные методы эстетической медицины. Запишитесь на личную консультацию уже сегодня и ощутите разницу!</span></p>
</div>
</div>
</div>"
PRODUCT,16185046303069,handle,ru,,,moderne-technologien-fur-herausragende-ergebnisse,
PRODUCT,16185046303069,product_type,ru,,,"",
PRODUCT,16185046335837,title,ru,,,Über VIVA Ästhetik, О VIVA Ästhetik
PRODUCT,16185046335837,body_html,ru,,,"<p data-end=""499"" data-start=""143"">Willkommen in der VIVA Ästhetik Klinik – einem Ort, an dem moderne Ästhetik auf stilvolle Wohlfühlatmosphäre trifft.<br data-end=""262"" data-start=""259"">Unsere Praxis befindet sich in einem hellen, großzügig gestalteten Raum im Herzen von Kassel. Schon beim Betreten spürt man die ruhige, entspannte Energie, die durch das durchdachte Interieur und die warme Farbgestaltung vermittelt wird.</p>
<p data-end=""804"" data-start=""501"">Die Räumlichkeiten sind nicht nur funktional, sondern auch mit viel Liebe zum Detail eingerichtet – von eleganten Möbeln über hochwertige Materialien bis hin zu beruhigender Beleuchtung. Jede Behandlung findet in separaten, diskret eingerichteten Zimmern statt, die Privatsphäre und Komfort garantieren.</p>
<p data-end=""1003"" data-start=""806"">Unser Empfangsbereich lädt zum Ankommen ein, während unser Wartebereich wie ein stilvolles Wohnzimmer gestaltet ist – mit gemütlichen Sitzmöglichkeiten, leiser Musik und einer Auswahl an Getränken.</p>
<p data-end=""1250"" data-start=""1005"">Hygiene, Sicherheit und ein Gefühl von Geborgenheit stehen bei uns an erster Stelle. Daher wurde unsere Klinik nicht nur nach den höchsten medizinischen Standards ausgestattet, sondern auch so gestaltet, dass Sie sich wie zu Hause fühlen können.</p>
<p data-end=""1250"" data-start=""1005""> </p>
<p data-end=""1250"" data-start=""1005""><img height=""386"" width=""515"" alt="""" src=""https://cdn.shopify.com/s/files/1/0946/1746/9310/files/PHOTO-2025-05-01-00-00-19_10.jpg?v=1751208437""></p>
<p data-end=""1250"" data-start=""1005""> </p>
<p data-end=""1250"" data-start=""1005""><img height=""385"" width=""513"" alt="""" src=""https://cdn.shopify.com/s/files/1/0946/1746/9310/files/PHOTO-2025-05-06-08-30-56_2.jpg?v=1751208438""></p>","<div class=""page"" title=""Page 2"">
<div class=""layoutArea"">
<div class=""column"">
<p><span>Добро пожаловать в клинику VIVA Ästhetik – место, где современная эстетика встречается с стильной атмосферой уюта.<br>Наша практика расположена в светлом, просторном помещении в самом сердце Касселя. Уже при входе вы чувствуете спокойную, расслабляющую энергию, которую передает продуманный интерьер и теплая цветовая гамма.</span></p>
<p><span>Помещения не только функциональны, но и оформлены с большой любовью к деталям – от элегантной мебели до качественных материалов и успокаивающего освещения. Каждое лечение проходит в отдельных, дискретно оформленных комнатах, которые гарантируют приватность и комфорт.</span></p>
<p><span>Наша зона регистрации приглашает вас войти, в то время как наша зона ожидания оформлена как стильная гостиная – с уютными местами для сидения, тихой музыкой и выбором напитков.</span></p>
<p><span>Гигиена, безопасность и чувство уюта для нас стоят на первом месте. Поэтому наша клиника была оснащена не только по самым высоким медицинским стандартам, но и так оформлена, чтобы вы могли чувствовать себя как дома.</span></p>
</div>
</div>
</div>"
PRODUCT,16185046335837,handle,ru,,,uber-viva-asthetik,
PRODUCT,16185046335837,product_type,ru,,,"",
PRODUCT,16185046368605,title,ru,,,Intimlifting,Интимлифтинг
PRODUCT,16185046368605,body_html,ru,,,"<p><strong>Behandlungsdauer: </strong>ca. 30–60Minuten<br></p>
<p><strong>Schmerzen:</strong> leicht bis mittel, individuell unterschiedlich<br></p>
<p><strong>Betäubung:</strong> oberflächliche oder lokale Betäubung<br></p>
<p><strong>Gesellschaftsfähigkeit: </strong>in der Regel sofort <br></p>
<p><strong>Einschränkungen nach Behandlung: </strong>2–5 Tage Verzicht auf Geschlechtsverkehr, Sport, Sauna<br></p>
<p><strong>Wirkungseintritt: </strong>sofort sichtbar<br></p>
<p><strong>Wirkungsdauer / Haltbarkeit: </strong>9–18 Monate (je nach Produkt und Stoffwechsel)<br></p>
<p><strong>Kosten: </strong>individuell nach Materialverbrauch und Behandlungsziel, ab 300 €</p>","<div class=""page"" title=""Page 1"">
<div class=""layoutArea"">
<div class=""column"">
<p><span><strong>Длительность процедуры:</strong> </span><span>около 30–60 минут</span></p>
<p><span><strong>Болевые ощущения:</strong> </span><span>лёгкие до умеренных, индивидуально</span></p>
<p><span><strong>Анестезия:</strong> </span><span>поверхностная или местная анестезия</span></p>
<p><span><strong>Социальная активность:</strong> </span><span>как правило, возможна сразу</span></p>
<p><span><strong>Ограничения после процедуры:</strong> </span><span>2–5 дней — воздержание от половых контактов, физических нагрузок и посещения сауны</span></p>
<p><span><strong>Начало действия:</strong> </span><span>результаты видны сразу<br></span><span>Продолжительность эффекта: </span><span>9–18 месяцев (в зависимости от используемого </span><span>препарата и метаболизма)</span></p>
<p><strong>Стоимость: </strong><span>рассчитывается индивидуально в зависимости от объёма препарата и цели лечения, от 300 €</span></p>
</div>
</div>
</div>"
PRODUCT,16185046368605,handle,ru,,,intimlifting,
PRODUCT,16185046368605,product_type,ru,,,"",
PRODUCT,16185046401373,title,ru,,,Haarausfall-Behandlung und Haarwachstumsförderung,Лечение выпадения волос и стимуляция роста волос
PRODUCT,16185046401373,body_html,ru,,,"<p><strong>Behandlungsdauer:</strong> ca. 30–45 Minuten<br></p>
<p><strong>Schmerzen:</strong> gering bis moderat (je nach Empfindlichkeit der Kopfhaut)<br></p>
<p><strong>Betäubung: </strong>bei Bedarf oberflächliche Betäubung oder kühlende Anwendung<br></p>
<p><strong>Gesellschaftsfähigkeit:</strong> in der Regel sofort, leichte Rötung kann auftreten<br></p>
<p><strong>Einschränkungen nach Behandlung:</strong> 1–2 Tage keine Sauna/Sport, keine intensive Sonnenexposition, keine Kopfhautmassagen<br></p>
<p><strong>Wirkungseintritt:</strong> allmählich, sichtbare Ergebnisse nach einigen Wochen<br>Wirkungsdauer / Haltbarkeit: ca. 3–6 Monate (je nach individueller Reaktion und Behandlungsziel)<br></p>
<p><strong>Behandlungsverlauf:</strong> Für optimalen Erfolg wird eine Kur von mehreren Sitzungen empfohlen (z. B. 3–6 Behandlungen im Abstand von 2–4 Wochen).<br></p>
<p><strong>Kosten:</strong> individuell nach Areal und Produktmenge, ab 150 €</p>","<div class=""page"" title=""Page 1"">
<div class=""layoutArea"">
<div class=""column"">
<p><span><strong>Длительность процедуры:</strong> </span><span>около 30–45 минут</span></p>
<p><span><strong>Болевые ощущения:</strong> </span><span>от лёгких до умеренных (в зависимости от чувствительности кожи головы)</span></p>
<p><span><strong>Анестезия:</strong> </span><span>при необходимости — поверхностная анестезия или охлаждающая обработка </span><span>Социальная активность: </span><span>как правило, возможна сразу, может быть лёгкое покраснение</span></p>
<p><span><strong>Ограничения после процедуры:</strong> </span><span>1–2 дня — избегать сауну, физической активности, интенсивного солнечного воздействия и массажа кожи головы</span></p>
</div>
</div>
</div>
<div class=""page"" title=""Page 2"">
<div class=""layoutArea"">
<div class=""column"">
<p><span><strong>Начало действия:</strong> </span><span>постепенное, видимые результаты через несколько недель </span><span>Продолжительность эффекта: </span><span>около 3–6 месяцев (в зависимости от индивидуальной </span><span>реакции и цели лечения)</span></p>
<p><span><strong>Рекомендуемый курс:</strong> </span><span>для достижения наилучших результатов рекомендуется пройти курс из 3–6 процедур с интервалом 2–4 недели</span></p>
<p><span><strong>Стоимость:</strong> </span><span>рассчитывается индивидуально, в зависимости от зоны обработки и объёма препарата, от 150 €</span></p>
</div>
</div>
</div>"
PRODUCT,16185046401373,handle,ru,,,haarausfall-behandlung-und-haarwachstumsforderung,
PRODUCT,16185046401373,product_type,ru,,,"",
PRODUCT,16185046434141,title,ru,,,Vampirlifting (PRP-Behandlung),Вампирлифтинг (PRP-лечение)
PRODUCT,16185046434141,body_html,ru,,,"<p><strong>Behandlungsdauer:</strong><span class=""Apple-tab-span""> </span>ca. 90min</p>
<p><strong>Schmerzen:</strong><span class=""Apple-tab-span""> </span>leicht</p>
<p><strong>Betäubung:</strong><span class=""Apple-tab-span""> </span>Anästhesiecreme</p>
<p><strong>Nebenwirkungen:</strong><span class=""Apple-tab-span""> </span>leichte Schwellungen, Rötungen, ggf. leichter Schorf oder leichte Einblutungen</p>
<p><strong>Gesellschaftsfähigkeit:<span class=""Apple-tab-span""> </span></strong>nach ca. 3 Tagen</p>
<p><strong>Einschränkungen:<span class=""Apple-tab-span""> </span></strong>3 Tage kein Sport, 1 Woche keine heißen Vollbäder, Sauna, säurehaltige Kosmetika, 2 Wochen kein Solarium oder direkte Sonnenbestrahlung</p>
<p><strong>Wirkungseintritt:</strong><span class=""Apple-tab-span""> </span>nach ca. 4 Wochen</p>
<p><strong>Wirkungsdauer/ Haltbarkeit:</strong><span class=""Apple-tab-span""> </span>1-3 Jahre</p>
<p><strong>Kosten:<span class=""Apple-tab-span""> </span></strong>individuell ab 300€</p>","<div class=""page"" title=""Page 2"">
<div class=""layoutArea"">
<div class=""column"">
<p><span><strong>Длительность процедуры:</strong> </span><span>около 90 минут <br><br></span><span><strong>Болевые ощущения:</strong> </span><span>лёгкие<br><br></span><span><strong>Анестезия:</strong> </span><span>анестезирующий крем</span></p>
<p><span><strong>Побочные эффекты:</strong> </span><span>возможны лёгкие отёки, покраснение, корочка или незначительные подкожные кровоизлияния</span></p>
<p><span><strong>Социальная активность:</strong> </span><span>возможна через ~3 дня<br></span><span>Ограничения после процедуры:<br></span><span>– 3 дня — исключить физические нагрузки<br>– 1 неделя — избегать горячих ванн, сауны, кислотосодержащей косметики<br>– 2 недели — не посещать солярий и избегать прямого солнечного воздействия </span><span>Начало действия: </span><span>примерно через 4 недели</span></p>
<p><strong>Продолжительность эффекта: </strong><span>от 1 до 3 лет </span><span>Стоимость: </span><span>рассчитывается индивидуально, от 300 €</span></p>
</div>
</div>
</div>"
PRODUCT,16185046434141,handle,ru,,,vampirlifting-prp-behandlung,
PRODUCT,16185046434141,product_type,ru,,,"",
PRODUCT,16185046499677,title,ru,,,Fadenlifting,Фаденлифтинг
PRODUCT,16185046499677,body_html,ru,,,"<p><strong>Behandlungsdauer:</strong><span class=""Apple-tab-span""> </span>ca. 20-60min</p>
<p><strong>Schmerzen:</strong><span class=""Apple-tab-span""> </span>kaum - gering</p>
<p><strong>Betäubung:<span class=""Apple-tab-span""> </span></strong>örtlich</p>
<p><strong>Gesellschaftsfähigkeit:</strong><span class=""Apple-tab-span""> </span>sofort oder nach 1 Woche, abhängig vom behandelten Areal</p>
<p><strong>Einschränkungen nach Behandlung:<span class=""Apple-tab-span""> </span></strong>1 Woche kein Sport, keine Sauna</p>
<p><strong>Wirkungseintritt:<span class=""Apple-tab-span""> </span></strong>sofort und verzögert</p>
<p><strong>Wirkungsdauer/ Haltbarkeit:<span class=""Apple-tab-span""> </span></strong>ca. 1,5 - 2 Jahre</p>
<p><strong>Kosten:</strong><span class=""Apple-tab-span""> </span>individuell ab ca. 200€</p>","<div class=""page"" title=""Page 2"">
<div class=""layoutArea"">
<div class=""column"">
<p><strong>Длительность процедуры:&nbsp;</strong><span>около 20–60 минут<br><br></span><span><strong>Болевые ощущения:</strong> </span><span>минимальные до лёгких<br><br></span><span><strong>Анестезия:</strong> </span><span>местная</span></p>
<p><span><strong>Социальная активность:</strong> </span><span>возможна сразу или через неделю, в зависимости от обрабатываемой зоны</span></p>
</div>
</div>
</div>
<div class=""page"" title=""Page 3"">
<div class=""layoutArea"">
<div class=""column"">
<p><span><strong>Ограничения после процедуры:</strong> </span><span>1 неделя — избегать спорта и посещения сауны <br><br></span><span><strong>Начало действия:</strong> </span><span>немедленно и постепенно<br></span><span><br><strong>Продолжительность эффекта:</strong> </span><span>около 6-12 месяцев<br></span><span><br><strong>Стоимость:</strong> </span><span>рассчитывается индивидуально, от 200 €</span></p>
</div>
</div>
</div>"
PRODUCT,16185046499677,handle,ru,,,fadenlifting,
PRODUCT,16185046499677,product_type,ru,,,"",
PRODUCT,16185046532445,title,ru,,,Lippenkorrektur (Lippenvergrößerung),Коррекция губ (увеличение губ)
PRODUCT,16185046532445,body_html,ru,,,"<p><strong>Behandlungsdauer:</strong><span class=""Apple-tab-span""> </span>ca. 20-30min</p>
<p><strong>Schmerzen:</strong><span class=""Apple-tab-span""> </span>leicht-mäßig</p>
<p><strong>Betäubung:</strong><span class=""Apple-tab-span""> </span>immer oberflächliche Betäubung</p>
<p><strong>Gesellschaftsfähigkeit:</strong><span class=""Apple-tab-span""> </span>sofort</p>
<p><strong>Einschränkungen nach Behandlung:</strong><span class=""Apple-tab-span""> </span>keine</p>
<p><strong>Wirkungseintritt:<span class=""Apple-tab-span""> </span></strong>sofort</p>
<p><strong>Wirkungsdauer/ Haltbarkeit:</strong><span class=""Apple-tab-span""> </span>6 - 12 Monate</p>
<p><strong>Kosten:<span class=""Apple-tab-span""> </span></strong>werden individuell nach Materialverbrauch gerechnet, ab 150€</p>","<div class=""page"" title=""Page 3"">
<div class=""layoutArea"">
<div class=""column"">
<p><span><strong>Длительность процедуры:</strong> </span><span>около 20–30 минут<br></span><span><br><strong>Болевые ощущения:</strong> </span><span>лёгкие до умеренных<br></span><span><br><strong>Анестезия:</strong> </span><span>всегда проводится поверхностное обезболивание <br><br></span><span><strong>Социальная активность:</strong> </span><span>возможна сразу после процедуры <br><br></span><span><strong>Ограничения после процедуры:</strong> </span><span>отсутствуют</span></p>
<p><span><strong>Начало действия:</strong> </span><span>немедленно </span><span>Продолжительность эффекта: </span><span>от 6 до 12 месяцев</span></p>
<p><span><strong>Стоимость:</strong> </span><span>рассчитывается индивидуально в зависимости от объёма используемого препарата, от 150 €</span></p>
</div>
</div>
</div>"
PRODUCT,16185046532445,handle,ru,,,lippenkorrektur-lippenvergrosserung,
PRODUCT,16185046532445,product_type,ru,,,"",
PRODUCT,16185046565213,title,ru,,,Lipolyse,Липолиз
PRODUCT,16185046565213,body_html,ru,,,"<p><strong>Behandlungsdauer:<span class=""Apple-tab-span""> </span></strong>ca. 15 - 40 min</p>
<p><strong>Schmerzen:</strong><span class=""Apple-tab-span""> </span>kaum - gering</p>
<p><strong>Betäubung:</strong><span class=""Apple-tab-span""> </span>oberflächliche Betäubung nach Wunsch</p>
<p><strong>Gesellschaftsfähigkeit:</strong><span class=""Apple-tab-span""> </span>sofort</p>
<p><strong>Einschränkungen:<span class=""Apple-tab-span""> </span></strong>für ca. 1 - 1,5 Wochen Schwellungen und blaue Flecke, leichter Sport, keine Sauna</p>
<p><strong>Wirkungseintritt:<span class=""Apple-tab-span""> </span></strong>nach 6 Wochen</p>
<p><strong>Wirkungsdauer/ Haltbarkeit:</strong><span class=""Apple-tab-span""> </span>dauerhaft</p>
<p><strong>Kosten:</strong><span class=""Apple-tab-span""> </span> wird individuell nach Materialverbrauch gerechnet ab 150€</p>","<div class=""page"" title=""Page 3"">
<div class=""layoutArea"">
<div class=""column"">
<p><strong>Длительность процедуры: </strong><span>около 15–40 минут</span></p>
<p><strong>Болевые ощущения: </strong><span>минимальные</span></p>
<p><span><strong>Анестезия:</strong> </span><span>поверхностная, по желанию</span></p>
<p><span><strong>Социальная активность:</strong> </span><span>возможна сразу</span></p>
<p><span><strong>Ограничения после процедуры:</strong> </span><span>возможны отёки и синяки в течение 1–1,5 недель; следует избегать интенсивных нагрузок и посещения сауны</span></p>
<p><span><strong>Начало действия:</strong> </span><span>примерно через 6 недель<br></span><span><br><strong>Продолжительность эффекта:</strong> </span><span>стойкий, при стабильном весе — постоянный <br><br></span><span><strong>Стоимость:</strong> </span><span>рассчитывается индивидуально в зависимости от объёма препарата, от 150 €</span></p>
</div>
</div>
</div>"
PRODUCT,16185046565213,handle,ru,,,lipolyse,
PRODUCT,16185046565213,product_type,ru,,,"",
PRODUCT,16185046597981,title,ru,,,Botox-Behandlung  ,Ботокс-лечение
PRODUCT,16185046597981,body_html,ru,,,"<p><strong>Behandlungsdauer:</strong><span class=""Apple-tab-span""> </span>ca. 20-40min</p>
<p><strong>Schmerzen:</strong><span class=""Apple-tab-span""> </span>kaum- gering</p>
<p><strong>Betäubung:<span class=""Apple-tab-span""> </span></strong>keine erforderlich</p>
<p><strong>Gesellschaftsfähigkeit:<span class=""Apple-tab-span""> </span></strong>sofort</p>
<p><strong>Einschränkungen nach Behandlung:<span class=""Apple-tab-span""> </span></strong>ca. 3 Tage<span class=""Apple-converted-space"">  </span>kein Sport und Sauna</p>
<p><strong>Wirkungseintritt:<span class=""Apple-tab-span""> </span></strong>nach 3-14 Tagen</p>
<p><strong>Wirkungsdauer/ Haltbarkeit:</strong><span class=""Apple-tab-span""> </span>3-6 Monate</p>
<p><strong>Kosten:<span class=""Apple-tab-span""> </span></strong>werden individuell nach Materialverbrauch gerechnet, ab 100€</p>","<div class=""page"" title=""Page 4"">
<div class=""layoutArea"">
<div class=""column"">
<p><span><strong>Длительность процедуры:</strong> </span><span>около 20–40 минут</span></p>
</div>
</div>
<div class=""layoutArea"">
<div class=""column"">
<p><span><strong>Болевые ощущения:</strong> </span><span>минимальные или отсутствуют</span></p>
<p><span><strong>Анестезия:</strong> </span><span>не требуется</span></p>
<p><span><strong>Социальная активность:</strong> </span><span>возможна сразу после процедуры</span></p>
<p><span><strong>Ограничения после процедуры:</strong> </span><span>в течение 3 дней рекомендуется избегать занятий спортом и посещения сауны</span></p>
<p><span><strong>Начало действия:</strong> </span><span>через 3–14 дней<br></span><span><br><strong>Продолжительность эффекта:</strong> </span><span>около 3–6 месяцев<br></span><span><br><strong>Стоимость:</strong> </span><span>рассчитывается индивидуально в зависимости от объёма препарата, от 100 €</span></p>
</div>
</div>
</div>"
PRODUCT,16185046597981,handle,ru,,,botox-behandlung,
PRODUCT,16185046597981,product_type,ru,,,"",
PRODUCT,16185046696285,title,ru,,,Faltenunterspritzung mit Fillern, Контурная пластика морщин
PRODUCT,16185046696285,body_html,ru,,,"<p><strong>Behandlungsdauer:</strong><span class=""Apple-tab-span""> </span>ca. 15-60min</p>
<p><strong>Schmerzen:<span class=""Apple-tab-span""> </span></strong>leicht-mäßig</p>
<p><strong>Betäubung:<span class=""Apple-tab-span""> </span></strong>oberflächliche</p>
<p><strong>Gesellschaftsfähigkeit:</strong><span class=""Apple-tab-span""> </span>sofort</p>
<p><strong>Einschränkungen nach Behandlung:<span class=""Apple-tab-span""> </span></strong>1-2 Tage kein Sport und Sauna</p>
<p><strong>Wirkungseintritt:</strong><span class=""Apple-tab-span""> </span>sofort</p>
<p><strong>Wirkungsdauer/ Haltbarkeit:<span class=""Apple-tab-span""> </span></strong>6 - 18 Monate</p>
<p><strong>Kosten:</strong><span class=""Apple-tab-span""> </span>werden individuell nach Materialverbrauch gerechnet, ab 150€</p>","<div class=""page"" title=""Page 4"">
<div class=""layoutArea"">
<div class=""column"">
<p><span><strong>Длительность процедуры:</strong> </span><span>от 15 до 60 минут</span></p>
<p><span><strong>Болевые ощущения:</strong> </span><span>лёгкие до умеренных</span></p>
<p><span><strong>Анестезия:</strong> </span><span>поверхностная, при необходимости</span></p>
<p><span><strong>Социальная активность:</strong> </span><span>возможна сразу после процедуры</span></p>
<p><span><strong>Ограничения после процедуры:</strong> </span><span>1–2 дня избегать физических нагрузок и посещения сауны</span></p>
<p><span><strong>Начало действия:</strong> </span><span>немедленно<br></span><span><br><strong>Продолжительность эффекта:</strong> </span><span>от 6 до 18 месяцев<br></span><span><br><strong>Стоимость:</strong> </span><span>рассчитывается индивидуально в зависимости от объёма препарата, от 150 €</span></p>
</div>
</div>
</div>"
